break,pair,guessed,kick,snare,hat,ghost_snare,rms,peak,sub_r,low_r,mid_r,high_r,air_r,zcr,tail_ratio
Beta_Break,9,hat,-0.992284,1.972659,3.353226,1.48402,0.053624,0.34787,2.1e-05,3.8e-05,0.005965,0.543089,0.450846,0.4375,1.154078
Beta_Break,10,hat,-0.785399,1.694414,3.718651,1.020362,0.100373,0.510422,1.1e-05,0.00015,0.008093,0.523379,0.468241,0.465474,0.207299
Beta_Break,11,hat,-1.044537,1.623784,3.752646,1.279948,0.039703,0.292572,9e-06,4e-05,0.007658,0.479321,0.51293,0.450857,0.132416
Beta_Break,12,hat,-0.458024,1.997401,2.526364,1.235011,0.187022,0.898758,1.2e-05,5e-06,0.292588,0.622601,0.080612,0.276202,0.0
Beta_Break,13,hat,-0.726733,1.85574,3.225735,1.186019,0.095326,0.593964,2e-06,6e-06,0.078421,0.668451,0.252498,0.338206,0.290073
Beta_Break,14,hat,-0.972754,1.664741,3.652502,1.25566,0.053231,0.394272,4.9e-05,0.000719,0.021015,0.556348,0.421133,0.420615,0.05979
Beta_Break,15,hat,-1.124983,1.68879,3.678453,1.439333,0.023581,0.173004,2.6e-05,0.00012,0.009413,0.55304,0.437299,0.435484,0.168076
Beta_Break,16,hat,-0.673385,1.808027,3.179399,1.116517,0.126307,0.930206,3e-06,5e-06,0.101301,0.66788,0.230221,0.306956,0.094992
Beta_Break,17,hat,-0.678109,1.826502,3.197969,1.135656,0.128554,0.982574,7e-06,5e-06,0.103076,0.667133,0.229198,0.329133,0.098394
Beta_Break,18,hat,-1.116065,1.579598,3.768299,1.338985,0.022342,0.206482,2.7e-05,3.5e-05,0.009564,0.482109,0.508199,0.43372,0.008095
Blaze_Break_-_11A,0,kick,3.006884,-0.395178,-0.369383,-0.795728,0.140481,0.593842,0.257413,0.621208,0.00267,0.053997,0.060368,0.127025,0.0
Blaze_Break_-_11A,1,kick,2.502964,-0.212689,-0.533203,-0.192063,0.012916,0.074707,0.273968,0.513234,0.059684,0.040529,0.0144,0.097222,0.0
Blaze_Break_-_11A,2,kick,2.998111,-0.55613,-0.799384,-0.446269,0.012175,0.045197,0.546572,0.32619,0.022966,0.033588,0.011151,0.10414,0.0
Blaze_Break_-_11A,3,kick,3.371107,-0.832357,-1.108624,-0.658833,0.009364,0.03125,0.760255,0.162804,0.010249,0.019087,0.005752,0.041024,0.0
Blaze_Break_-_11A,4,snare,0.103631,1.601169,1.576208,0.826155,0.3427,0.89212,0.000388,0.007808,0.188932,0.412841,0.044609,0.123137,0.0
Blaze_Break_-_11A,5,hat,-0.102569,1.583214,2.149149,0.845976,0.408369,0.915497,0.000617,0.001613,0.112164,0.424622,0.159085,0.239793,0.0
Blaze_Break_-_11A,6,hat,-0.51625,1.757132,2.898889,1.075199,0.215721,0.915497,0.003824,0.001083,0.089142,0.669335,0.146801,0.292334,0.0
Blaze_Break_-_11A,7,kick,2.138007,0.013015,-0.193671,-0.006776,0.016021,0.092987,0.418317,0.196245,0.04022,0.118874,0.018979,0.119891,0.0
Blaze_Break_-_11A,8,kick,3.009547,-0.363241,-0.468882,-0.776935,0.188935,0.830154,0.143527,0.755113,0.003444,0.041964,0.029009,0.123236,0.0
Blaze_Break_-_11A,9,kick,2.39952,-0.147724,-0.475568,-0.144041,0.012977,0.075012,0.202811,0.571935,0.063178,0.042082,0.015249,0.093597,0.0
Blaze_Break_-_11A,10,kick,3.088863,-0.618226,-0.860724,-0.493621,0.011905,0.04303,0.595935,0.291079,0.019042,0.030403,0.010039,0.099537,0.0
Blaze_Break_-_11A,11,kick,3.153947,-0.699241,-0.960111,-0.514324,0.003001,0.011398,0.629875,0.275592,0.011573,0.022639,0.007087,0.074755,0.0
Blaze_Break_-_11A,12,snare,0.097346,1.629718,1.589126,0.848613,0.279129,0.893341,0.000603,0.008291,0.207974,0.401943,0.051106,0.142579,0.0
Blaze_Break_-_11A,13,hat,-0.13216,1.59061,2.205141,0.855533,0.356945,0.904938,0.000645,0.000975,0.111342,0.434228,0.165773,0.242385,0.0
Blaze_Break_-_11A,14,hat,-0.41281,1.735219,2.703686,1.037537,0.283177,0.904938,0.002977,0.000734,0.10281,0.609642,0.142257,0.290992,0.0
Blaze_Break_-_11A,15,hat,-0.505291,1.652875,2.800238,1.10323,0.080302,0.695648,0.027075,0.009081,0.05576,0.707032,0.123641,0.231099,0.048427
Blaze_Break_-_11A,16,kick,2.526293,-0.381448,-0.424554,-0.258939,0.001886,0.014099,0.421116,0.371008,0.016484,0.063492,0.064656,0.061198,0.0
Blaze_Break_-_11A,17,kick,3.078531,-0.660856,-0.896487,-0.472095,0.000752,0.001862,0.449425,0.500118,0.00532,0.008746,0.009244,0.098483,0.0
Blaze_Break_-_11A,18,kick,3.026282,-0.633312,-0.869385,-0.452622,0.000622,0.001938,0.486474,0.429813,0.009477,0.011574,0.01639,0.086934,0.0
Blaze_Break_-_11A,19,kick,3.081439,-0.670866,-0.909649,-0.482848,0.000714,0.001953,0.44658,0.503393,0.004131,0.007691,0.01008,0.08614,0.0
Blaze_Break_2,0,kick,2.502985,-0.018682,-0.244976,-0.514297,0.316945,0.888474,0.14103,0.542989,0.006839,0.065198,0.024471,0.107583,0.0
Blaze_Break_2,1,kick,3.229624,-0.470536,-0.886646,-0.749188,0.077335,0.52623,0.376688,0.536228,0.004249,0.037659,0.008813,0.063508,0.318264
Blaze_Break_2,2,hat,-0.572925,1.877563,2.843674,1.174859,0.212093,0.979416,0.0013,0.000804,0.066147,0.707166,0.145782,0.276714,0.429211
Blaze_Break_2,3,hat,-0.840986,1.774429,3.052731,1.428205,0.04087,0.273605,0.024102,0.007817,0.050128,0.715441,0.197024,0.287046,0.336701
Blaze_Break_2,4,hat,-0.384077,1.753441,2.589854,1.045607,0.239841,0.977951,0.000919,0.001839,0.103677,0.609252,0.125912,0.269153,0.091637
Blaze_Break_2,5,hat,-0.890387,1.921191,3.149166,1.364508,0.061634,0.46019,0.00027,0.000383,0.032095,0.509263,0.457677,0.33745,1.188647
Blaze_Break_2,6,kick,2.400313,0.101785,-0.15981,-0.407816,0.112369,0.898956,0.138535,0.535075,0.015204,0.096323,0.030688,0.128528,0.188141
Blaze_Break_2,7,hat,-0.542272,1.88885,2.77541,1.183492,0.211354,0.976944,0.001589,0.000895,0.068917,0.703684,0.129166,0.282258,0.444254
Blaze_Break_2,8,hat,-0.773354,2.409558,2.473837,1.710667,0.077955,0.850708,0.006332,0.001983,0.067734,0.740836,0.179425,0.291835,2.140781
Blaze_Break_2,9,hat,-0.662682,1.795347,3.13583,1.132234,0.241254,0.953354,0.001095,0.000799,0.057549,0.757056,0.147381,0.283014,0.060615
Blaze_Break_2,10,hat,-0.889911,1.877267,3.191621,1.320358,0.061273,0.455032,0.000392,0.000499,0.025706,0.471737,0.501425,0.337198,1.181415
Blaze_Break_2,11,kick,2.897624,-0.212197,-0.494269,-0.654484,0.125955,0.966766,0.407705,0.341343,0.009374,0.071756,0.02359,0.118196,0.172791
Blaze_Break_2,12,hat,-0.149579,1.871544,1.952852,1.075191,0.368377,0.970062,0.000915,0.007771,0.315255,0.483893,0.060524,0.208684,0.0
Blaze_Break_2,13,hat,-0.550954,1.88905,2.79501,1.183392,0.214172,0.99469,0.001167,0.00064,0.070193,0.701351,0.135119,0.284526,0.438179
Blaze_Break_2,14,snare,-0.621684,2.937375,1.772841,1.981874,0.177788,0.982971,0.015177,0.00403,0.066378,0.732357,0.177515,0.290071,4.002956
Blaze_Break_2,15,hat,-0.893629,1.914437,3.154417,1.365799,0.060169,0.467133,0.000383,0.000497,0.033928,0.50242,0.462458,0.340222,1.171483
Blaze_Break_2,16,kick,3.060036,-0.292996,-0.630273,-0.719662,0.127788,0.957977,0.453611,0.340688,0.007689,0.065513,0.022442,0.108619,0.272703
Blaze_Break_2,17,hat,-0.618279,1.927304,2.893816,1.226697,0.208297,0.970001,0.001836,0.000704,0.073379,0.744908,0.128902,0.282006,0.458158
Blaze_Break_2,18,hat,-0.873281,2.114717,2.785861,1.621463,0.052426,0.834885,0.007154,0.002303,0.071887,0.718393,0.196328,0.289315,1.214236
Blaze_Break_2,19,hat,-0.587182,1.808369,2.975208,1.129939,0.240344,0.953262,0.001865,0.001156,0.079562,0.719898,0.135064,0.286794,0.087717
Blaze_Break_2,20,hat,-0.894215,1.898966,3.170775,1.350275,0.060329,0.444534,0.000467,0.000632,0.029656,0.495349,0.473608,0.337954,1.167086
Blue_Break_-_4A,0,kick,3.004337,-0.349715,-0.63816,-0.791294,0.261396,0.705887,0.027465,0.885265,0.023781,0.0285,0.001464,0.04407,0.0
Blue_Break_-_4A,1,kick,4.066393,-0.729464,-1.609618,-1.081368,0.254829,0.57933,0.95318,0.011543,0.0079,0.021542,0.003647,0.032762,0.966766
Blue_Break_-_4A,2,kick,3.452271,-0.392854,-1.015956,-0.784736,0.209835,0.560516,0.837268,0.00169,0.017285,0.134794,0.00777,0.050907,0.861983
Blue_Break_-_4A,3,kick,2.173448,0.532108,-0.530688,-0.111707,0.194401,0.812119,0.420104,0.002878,0.107549,0.079451,0.003744,0.045615,0.70998
Blue_Break_-_4A,4,kick,3.238444,-0.268388,-0.955929,-0.707603,0.221073,0.962463,0.751216,0.000909,0.039042,0.094582,0.006919,0.042339,0.675238
Blue_Break_-_4A,5,kick,2.8189,-0.141305,-0.579634,-0.618493,0.176849,0.665237,0.614769,0.002866,0.07841,0.07596,0.004884,0.043599,0.0
Blue_Break_-_4A,6,kick,2.109698,0.37254,-0.082516,-0.203214,0.15466,0.784729,0.446141,0.004089,0.146092,0.139202,0.01021,0.074643,0.0
Blue_Break_-_4A,7,kick,2.835615,-0.029895,-0.678755,-0.525761,0.140059,0.644608,0.127214,0.708061,0.014265,0.074993,0.006976,0.081653,0.713197
Blue_Break_-_4A,8,snare,0.86807,1.387113,0.369199,0.572281,0.130391,0.818771,0.052366,0.008476,0.140935,0.127206,0.006067,0.149698,0.455663
Blue_Break_-_4A,9,kick,2.314753,0.081575,0.037746,-0.318721,0.086335,0.35817,0.021571,0.728865,0.026414,0.147226,0.008336,0.173639,0.0
Blue_Break_-_4A,10,snare,0.355549,1.587368,1.163419,0.789351,0.112176,0.697235,0.000705,0.006253,0.202096,0.281251,0.014056,0.201548,0.0
Blue_Break_-_4A,11,kick,3.554733,-0.388935,-1.310169,-0.818218,0.250157,0.631439,0.523131,0.41636,0.005704,0.036854,0.001761,0.042339,1.061897
Blue_Break_-_4A,12,kick,3.536228,-0.44655,-1.087112,-0.829958,0.208804,0.56427,0.854774,0.001969,0.013237,0.122812,0.006257,0.047883,0.861696
Blue_Break_-_4A,13,kick,2.166032,0.537715,-0.533112,-0.108438,0.193817,0.821259,0.416824,0.002866,0.108499,0.078217,0.003213,0.043599,0.708304
Blue_Break_-_4A,14,kick,3.224482,-0.191841,-1.029474,-0.651327,0.248476,0.995529,0.747238,0.000946,0.045269,0.093859,0.006881,0.03881,0.885001
Blue_Break_-_4A,15,kick,3.236417,-0.511161,-0.532215,-0.86012,0.15207,0.413193,0.789131,0.00133,0.022497,0.161224,0.01115,0.067288,0.0
Blue_Break_-_4A,16,kick,1.236158,0.998207,0.365858,0.276802,0.174584,0.927155,0.184095,0.005813,0.174046,0.143758,0.011967,0.111324,0.0
Blue_Break_-_4A,17,kick,2.825286,-0.044953,-0.632593,-0.536693,0.121259,0.504669,0.059604,0.78688,0.016616,0.055141,0.002558,0.110887,0.551408
Blue_Break_-_4A,18,snare,-0.025429,2.098683,1.483009,1.208282,0.153529,0.785431,0.000443,0.016024,0.554085,0.394551,0.008778,0.184705,0.0
Blue_Break_-_4A,19,kick,1.359623,0.96219,0.178734,0.241249,0.135702,0.822083,0.003966,0.264805,0.104638,0.095369,0.004824,0.144909,0.258878
Blue_Break_-_4A,20,snare,0.5224,1.860347,0.456471,0.961878,0.098813,0.731552,0.000434,0.00539,0.220478,0.184034,0.010715,0.182712,1.092992
Bonanza_Break,0,kick,1.870959,0.570773,-0.167598,-0.034791,0.092971,0.691299,0.067642,0.391294,0.073397,0.073318,0.013332,0.09123,0.380363
Bonanza_Break,1,snare,0.446991,1.714471,0.906391,0.861028,0.115187,0.772827,0.023219,0.022707,0.309185,0.236315,0.040893,0.169859,0.398195
Bonanza_Break,2,kick,1.207184,0.904382,0.594223,0.390491,0.074569,0.57959,0.145432,0.204806,0.126348,0.255562,0.043156,0.131552,0.352506
Bonanza_Break,3,snare,0.458303,1.735247,0.89836,0.872022,0.141603,0.701538,0.031825,0.039464,0.382547,0.244808,0.042681,0.139617,0.349444
Bonanza_Break,4,kick,2.042081,0.688363,-0.22032,0.197648,0.07859,0.605347,0.48948,0.044702,0.133284,0.221487,0.03393,0.144405,1.285764
Bonanza_Break,5,kick,1.609236,0.72583,0.062063,0.102233,0.091319,0.686661,0.069351,0.299074,0.091048,0.082474,0.025627,0.125,0.262492
Bonanza_Break,6,snare,0.195514,1.890176,1.156139,1.012091,0.105006,0.675674,0.001883,0.002906,0.363861,0.289792,0.047079,0.172127,0.364764
Bonanza_Break,7,kick,1.328636,1.195551,0.270787,0.472129,0.112452,0.755768,0.160419,0.197818,0.125916,0.262708,0.050787,0.134073,1.377501
Bonanza_Break,8,snare,-0.077965,2.05797,1.639451,1.24436,0.095228,0.669739,0.038091,0.00823,0.381796,0.50681,0.030282,0.189012,0.579183
Bonanza_Break,9,kick,1.557481,0.821135,0.07352,0.130149,0.101924,0.625183,0.078641,0.249044,0.095389,0.093523,0.017885,0.12626,0.33687
Bonanza_Break,10,snare,0.22548,1.908043,1.110342,1.026596,0.123652,0.817245,0.013708,0.004714,0.397522,0.29799,0.033963,0.165071,0.363317
Bonanza_Break,11,snare,0.052046,1.899766,1.626454,1.08759,0.102733,0.620193,0.046804,0.019158,0.369299,0.477752,0.03355,0.182208,0.310208
Bonanza_Break,12,snare,0.46512,1.684355,0.848999,0.824132,0.149589,0.760727,0.009523,0.033982,0.331112,0.219552,0.03464,0.136089,0.277672
Bonanza_Break,13,snare,1.230279,1.302179,0.361792,0.689613,0.080312,0.637833,0.305875,0.04703,0.178165,0.308594,0.059375,0.186744,1.544211
Bonanza_Break,14,kick,1.687739,0.699457,-0.029206,0.025726,0.108632,0.808533,0.046526,0.333349,0.078404,0.07769,0.018059,0.095766,0.318471
Bonanza_Break,15,snare,0.33781,1.812781,1.044654,0.95436,0.127111,0.778824,0.023883,0.020793,0.357171,0.288534,0.030094,0.175151,0.373233
Bonanza_Break,16,snare,0.643326,1.481926,1.090353,0.795625,0.0896,0.594238,0.107224,0.118597,0.270697,0.378212,0.041986,0.178427,0.536755
Bonanza_Break,17,snare,0.303449,1.606233,1.441894,0.879191,0.090672,0.616867,0.045364,0.064654,0.224552,0.332516,0.119076,0.227319,0.460132
Bonanza_Break,18,snare,0.568552,1.68323,0.838943,0.844745,0.124457,0.740662,0.05134,0.058172,0.362037,0.263939,0.020918,0.159778,0.398884
Boo_Break_-_5A,0,kick,4.146723,-0.878581,-1.605357,-1.204921,0.407293,0.891129,0.930246,0.059562,0.000739,0.003191,0.000898,0.011593,0.675316
Boo_Break_-_5A,1,kick,4.071003,-0.812013,-1.523118,-1.143865,0.291093,0.729889,0.960315,0.004257,0.003437,0.022032,0.006705,0.029738,0.731866
Boo_Break_-_5A,2,kick,2.220818,0.501686,-0.233191,-0.084652,0.244535,0.964767,0.522348,0.002982,0.178296,0.194039,0.016003,0.084677,0.682904
Boo_Break_-_5A,3,kick,3.330818,-0.357638,-0.838207,-0.754483,0.149052,0.506622,0.815106,0.000359,0.010337,0.129748,0.041602,0.073337,0.820132
Boo_Break_-_5A,4,kick,1.698148,0.600724,0.696985,0.066923,0.110593,0.575958,0.483279,0.004766,0.022839,0.364665,0.120144,0.15499,0.905777
Boo_Break_-_5A,5,kick,2.715251,-0.105772,-0.333201,-0.566708,0.115638,0.70192,0.182484,0.624506,0.02251,0.114834,0.028432,0.089718,0.287901
Boo_Break_-_5A,6,snare,0.095936,2.057335,1.249979,1.153102,0.140192,0.732574,0.001137,0.007778,0.490099,0.318644,0.030566,0.194304,0.267425
Boo_Break_-_5A,7,kick,2.831794,-0.11725,-0.488766,-0.581299,0.101977,0.52327,0.151744,0.700265,0.010967,0.0882,0.030066,0.103075,0.502566
Boo_Break_-_5A,8,snare,0.347885,1.664741,1.248163,0.849786,0.224471,0.694092,0.036435,0.039605,0.3665,0.319598,0.039634,0.157485,0.0
Boo_Break_-_5A,9,snare,-0.12293,1.965358,1.852013,1.152333,0.138144,0.687088,0.019812,0.004595,0.35095,0.499856,0.045055,0.213458,0.220929
Boo_Break_-_5A,10,hat,-0.491041,2.02972,2.369525,1.486719,0.06173,0.385071,0.070831,0.001616,0.075018,0.646278,0.185895,0.310988,1.48262
Boo_Break_-_5A,11,snare,0.036603,1.967537,1.479615,1.116141,0.133622,0.697739,0.007875,0.004318,0.380659,0.394842,0.028896,0.209173,0.259426
Boo_Break_-_5A,12,hat,-0.486147,2.011936,2.383809,1.475832,0.061369,0.390915,0.072163,0.001625,0.075619,0.64581,0.184327,0.313508,1.424757
Boo_Break_-_5A,13,hat,-0.76454,2.142924,2.785432,1.523234,0.074419,0.456955,0.001308,0.013296,0.061364,0.694827,0.216729,0.328629,1.342203
Boo_Break_-_5A,14,kick,2.670728,-0.079556,-0.280749,-0.542619,0.11296,0.775238,0.166818,0.63372,0.022888,0.119921,0.029746,0.100302,0.273066
Boo_Break_-_5A,15,snare,0.098144,2.052474,1.244554,1.148378,0.138576,0.726364,0.00094,0.007799,0.488366,0.31844,0.030457,0.190272,0.267264
Boo_Break_-_5A,16,kick,2.878937,-0.165103,-0.511072,-0.620094,0.101277,0.538635,0.179325,0.677589,0.010958,0.08548,0.029113,0.095262,0.447699
Boo_Worm_Break_-_9A,0,kick,2.618225,-0.039244,-0.375628,-0.530063,0.117558,0.848145,0.426289,0.194676,0.015468,0.074812,0.032764,0.092742,0.155148
Boo_Worm_Break_-_9A,1,snare,0.163421,1.912108,1.235949,1.026392,0.158383,0.87294,0.002896,0.003106,0.444236,0.278615,0.050547,0.179183,0.109215
Boo_Worm_Break_-_9A,2,kick,2.46909,0.125646,-0.413046,-0.412256,0.176079,0.852829,0.303978,0.281844,0.034996,0.057167,0.013499,0.094002,0.222565
Boo_Worm_Break_-_9A,3,snare,1.00063,1.967761,0.00869,1.094047,0.112969,0.859299,0.104458,0.240164,0.068914,0.366521,0.101862,0.159778,3.739608
Boo_Worm_Break_-_9A,4,snare,-0.539869,2.109531,2.065085,1.59246,0.04577,0.302139,0.006602,0.061546,0.080862,0.580931,0.211066,0.234879,1.915316
Boo_Worm_Break_-_9A,5,snare,0.203019,1.926794,1.147144,1.031215,0.155758,0.851486,0.002986,0.003178,0.461962,0.257504,0.042282,0.183972,0.11633
Boo_Worm_Break_-_9A,6,kick,2.586041,0.020183,-0.449169,-0.493525,0.130325,0.853851,0.356474,0.255223,0.029973,0.052944,0.015947,0.09123,0.149012
Boo_Worm_Break_-_9A,7,snare,0.158531,1.93046,1.220014,1.040809,0.114126,0.892426,0.002893,0.003131,0.442124,0.282819,0.050308,0.175907,0.177363
Boo_Worm_Break_-_9A,8,snare,0.097519,2.054479,1.062608,1.199605,0.091325,0.837723,0.000128,0.006369,0.346855,0.350821,0.026488,0.152974,0.883436
Boo_Worm_Break_-_9A,9,snare,0.016415,1.943631,1.464459,1.081966,0.111926,0.803207,0.001486,0.004933,0.369835,0.382989,0.056046,0.160786,0.338167
Boo_Worm_Break_-_9A,10,snare,0.155601,2.064434,1.07569,1.142823,0.157667,0.91275,0.002821,0.003163,0.441603,0.283962,0.050098,0.180444,0.612493
Boo_Worm_Break_-_9A,11,snare,0.176376,1.93907,1.181387,1.044772,0.113758,0.873474,0.002848,0.003208,0.45136,0.272274,0.046673,0.180696,0.177729
Boo_Worm_Break_-_9A,12,snare,0.04443,1.920354,1.218916,1.163785,0.079564,0.842743,0.000155,0.006358,0.346054,0.351261,0.026483,0.152722,0.439521
Boo_Worm_Break_-_9A,13,kick,2.455241,0.139467,-0.398277,-0.399735,0.175925,0.847717,0.300345,0.282422,0.035495,0.057746,0.01338,0.101815,0.223781
Boo_Worm_Break_-_9A,14,snare,1.000026,1.981192,-0.013139,1.10283,0.114064,0.860825,0.102957,0.238883,0.069988,0.363372,0.100755,0.159022,3.770897
Boo_Worm_Break_-_9A,15,kick,2.617514,-0.002533,-0.463123,-0.510731,0.130551,0.840805,0.372017,0.246767,0.028567,0.05246,0.016807,0.09123,0.148643
Boo_Worm_Break_-_9A,16,snare,0.170165,1.935092,1.195114,1.042509,0.113999,0.863373,0.002939,0.003081,0.447937,0.275954,0.048131,0.178427,0.176734
Boo_Worm_Break_-_9A,17,snare,0.04349,1.920377,1.217906,1.163467,0.07962,0.807434,0.000132,0.006225,0.344364,0.352631,0.026472,0.150706,0.447573
Boo_Worm_Break_-_9A,18,snare,0.197141,1.929154,1.162941,1.035163,0.151502,0.860245,0.002957,0.003171,0.461178,0.260306,0.042133,0.18876,0.109566
Boo_Worm_Break_-_9A,19,snare,0.17925,1.675033,1.046371,1.468996,0.001655,0.007935,0.113051,0.176703,0.066811,0.52362,0.093647,0.154234,2.148922
Bouncer_Break_-_6A,0,kick,3.622902,-0.737661,-1.020532,-1.088263,0.384765,0.980026,0.497772,0.462083,0.007265,0.008551,0.001506,0.047959,0.0
Bouncer_Break_-_6A,1,kick,4.149002,-0.80819,-1.667744,-1.148473,0.253596,0.619797,0.949064,0.035374,0.001205,0.003012,0.001091,0.026462,0.883648
Bouncer_Break_-_6A,2,kick,3.608725,-0.525663,-1.10646,-0.89788,0.178394,0.658096,0.867162,0.000829,0.009844,0.091975,0.018465,0.056704,0.753054
Bouncer_Break_-_6A,3,kick,1.878851,0.706905,0.05378,0.088912,0.139601,0.618469,0.444747,0.003022,0.181523,0.241004,0.01813,0.09753,0.658535
Bouncer_Break_-_6A,4,kick,2.616604,0.130027,-0.376331,-0.325505,0.094156,0.382446,0.644798,0.009613,0.072704,0.213342,0.024856,0.080645,0.78222
Bouncer_Break_-_6A,5,kick,3.555351,-0.580771,-1.104765,-0.969261,0.231122,0.910751,0.477436,0.472686,0.019725,0.01908,0.00288,0.038558,0.376075
Bouncer_Break_-_6A,6,kick,2.223694,0.178291,0.072016,-0.325929,0.106217,0.395523,0.493215,0.025993,0.065209,0.194584,0.028564,0.088995,0.0
Bouncer_Break_-_6A,7,snare,1.020816,1.074507,0.77152,0.490697,0.083304,0.424042,0.158281,0.130252,0.119355,0.308628,0.048751,0.139869,0.516352
Bouncer_Break_-_6A,8,snare,0.634732,1.344965,1.264202,0.608055,0.120242,0.568161,0.172892,0.004551,0.318152,0.338244,0.088543,0.123785,0.0
Bouncer_Break_-_6A,9,snare,0.303962,1.853171,1.071342,0.972641,0.170872,0.568161,0.033284,0.004769,0.492136,0.27285,0.019943,0.14906,0.0
Bouncer_Break_-_6A,10,snare,0.328136,1.584327,1.41189,0.850729,0.097349,0.568161,0.106223,0.002089,0.193927,0.461756,0.039613,0.145161,0.483131
Bouncer_Break_-_6A,11,snare,0.211166,1.612964,1.436812,1.077116,0.06363,0.308929,0.140171,0.021908,0.172673,0.515173,0.060339,0.148185,0.89505
Bouncer_Break_-_6A,12,kick,3.75042,-0.606485,-1.38613,-0.997181,0.263788,0.968964,0.615903,0.344432,0.007129,0.008809,0.001604,0.018397,0.745017
Bouncer_Break_-_6A,13,kick,3.875399,-0.689737,-1.340663,-1.036083,0.170914,0.636444,0.923377,0.00156,0.004365,0.058056,0.007899,0.043599,0.740975
Bouncer_Break_-_6A,14,kick,1.920132,0.662541,0.053117,0.056074,0.139223,0.621979,0.45684,0.003295,0.165265,0.239004,0.024386,0.102067,0.666393
Bouncer_Break_-_6A,15,kick,2.561047,0.175163,-0.35401,-0.286344,0.093347,0.366257,0.63135,0.008997,0.081534,0.215266,0.023943,0.081401,0.788136
Bouncer_Break_-_6A,16,kick,3.555956,-0.566813,-1.125177,-0.959278,0.192007,0.874847,0.488546,0.457668,0.02149,0.020211,0.002799,0.03503,0.422535
Bouncer_Break_-_6A,17,kick,1.18567,0.962507,0.664566,0.394907,0.084319,0.41893,0.206159,0.120151,0.111924,0.295944,0.04882,0.132812,0.512256
Bouncer_Break_-_6A,18,snare,0.706146,1.264539,1.252972,0.549964,0.115783,0.532135,0.194344,0.003995,0.288074,0.346463,0.088567,0.121192,0.0
Bouncer_Break_-_6A,19,snare,0.251855,1.789147,1.282114,0.981997,0.097773,0.548752,0.062615,0.005936,0.311492,0.392509,0.037202,0.162046,0.484733
Bouncer_Break_-_6A,20,snare,0.237544,1.588391,1.391201,1.068431,0.060672,0.293701,0.144842,0.021794,0.177127,0.498701,0.062147,0.145161,0.873114
Box_Break_-_6A,0,hat,-0.168833,1.543811,2.561063,0.900616,0.104705,0.416534,0.054585,0.029896,0.066181,0.651283,0.10593,0.259235,0.0
Box_Break_-_6A,1,hat,-0.066867,1.434573,2.405925,0.913601,0.080876,0.285339,0.063937,0.064335,0.05133,0.60759,0.105427,0.279326,0.0
Box_Break_-_6A,2,hat,-0.456561,1.724137,2.56952,1.32225,0.054123,0.270859,0.070883,0.022533,0.030472,0.735413,0.094482,0.277722,0.58942
Box_Break_-_6A,3,snare,0.835126,1.25508,0.523904,0.862011,0.037181,0.200897,0.113648,0.164185,0.241167,0.242326,0.017327,0.161542,0.534282
